Source Port,Destination Port,Protocol,Packet Length,Packet Type,Traffic Type,Malware Indicators,Anomaly Scores,Attack Type,Attack Signature,Action Taken,Severity Level,User Information,Device Information,Network Segment,Firewall Logs,Log Source,Trimestre,Localidad,Region
23058,24240,1,422,0,0,1,1674,2,1,0,0,29641,0,0,0,1,0,188,13
23405,3128,1,442,1,1,0,7160,1,1,1,1,17108,0,1,1,1,3,234,23
28045,8944,0,725,0,1,1,5026,0,1,2,0,13246,83,1,0,1,3,123,17
11608,5674,0,233,0,2,1,2826,2,0,0,0,5202,0,1,0,0,3,239,22
28281,15257,1,880,1,2,1,147,2,1,1,2,18065,0,2,0,0,0,197,27
16284,16533,0,338,0,0,0,6025,1,0,2,1,22618,0,1,1,1,1,68,12
23153,24988,1,202,0,2,1,5818,0,0,0,2,3661,0,0,0,0,2,218,5
6595,17257,1,1392,1,0,0,2089,2,1,2,1,18031,20,1,1,0,0,30,4
24453,23465,0,303,1,1,1,4530,1,1,1,2,22554,0,2,0,0,3,61,14
26157,26301,1,454,1,0,1,567,1,0,1,2,20237,0,1,0,0,1,163,16
19720,23703,2,240,1,1,1,4177,1,1,2,1,10657,0,1,0,1,0,153,13
14786,25863,0,912,0,0,1,7391,1,1,1,2,25716,0,0,0,0,1,220,1
738,10518,2,1302,1,1,1,2190,2,1,0,0,27453,0,2,0,0,0,241,16
25259,3482,1,1005,0,1,0,3631,1,0,0,2,29815,0,1,1,0,2,217,19
14317,7466,1,810,1,2,0,1168,2,0,2,2,903,39,0,1,1,0,244,3
2808,18616,1,1326,0,2,1,6049,2,1,0,0,11056,0,0,0,1,1,83,5
20973,15052,0,906,1,2,0,4604,0,0,1,0,20991,0,0,1,0,2,308,2
19982,27836,2,390,0,2,0,8491,0,1,0,0,12260,0,0,1,1,2,241,27
17417,11916,0,31,1,2,1,5106,1,1,0,2,2282,0,0,0,1,0,150,14
647,5328,2,1434,0,1,1,3324,2,0,1,2,19296,0,1,0,1,1,11,3
29283,20012,2,393,0,1,0,397,1,0,1,0,16282,94,1,1,1,0,157,1
26414,8505,1,1297,1,2,0,6546,0,0,0,2,13195,0,0,1,0,3,80,13
200,3815,0,125,1,2,1,3871,0,1,2,2,24246,16,2,0,0,0,49,0
26171,22051,1,391,0,2,0,1536,2,0,1,0,31488,0,0,1,0,2,204,2
10622,7729,0,975,0,2,0,2247,1,1,2,1,29301,0,1,1,1,1,177,17
9925,13923,1,852,0,1,0,5226,1,0,1,2,25385,173,2,1,1,2,158,23
23765,12592,1,392,1,1,0,6432,1,0,2,1,18922,103,2,1,0,1,38,19
16718,28102,2,1097,1,1,0,6792,0,0,0,1,11992,0,0,1,1,1,84,0
14536,14231,0,673,0,2,0,4011,1,1,2,0,580,0,0,1,1,1,0,12
15292,22207,1,390,1,0,0,6457,0,0,0,2,10195,0,0,1,0,1,42,5
3397,2096,1,90,1,0,1,581,1,0,1,2,23551,0,2,0,0,1,149,26
18976,4059,1,1198,1,2,1,6920,1,0,0,0,8454,0,0,0,0,0,37,16
26459,17911,0,421,0,2,1,8472,0,1,1,2,8779,0,2,0,1,0,101,7
25231,6218,1,892,0,2,1,8886,0,1,2,2,24206,0,1,0,1,1,175,26
24707,10054,1,149,1,0,1,4878,0,1,1,0,31495,0,2,0,1,3,39,0
8434,29666,0,1103,1,1,1,23,0,0,2,0,20009,0,1,0,0,2,76,25
25555,18339,2,478,1,0,0,6474,0,1,2,1,14028,0,1,1,0,2,207,7
4696,23080,2,718,1,1,0,4059,2,0,2,1,8625,0,0,1,0,3,233,24
24012,16245,2,804,1,2,0,6699,2,1,0,2,8273,0,2,1,0,0,263,5
6983,13514,1,314,1,1,1,1152,2,1,0,2,18480,0,0,0,1,3,110,16
3516,7928,1,25,0,1,0,8899,2,0,2,0,13000,0,1,1,1,1,68,21
14986,20506,1,937,1,0,1,9598,0,1,1,0,20754,0,0,0,0,2,282,7
578,25569,2,1431,1,0,1,6142,0,1,2,2,24083,0,0,0,0,1,125,9
27737,6164,2,819,1,0,0,587,2,0,0,0,23414,14,0,1,1,2,62,16
29347,9573,1,20,1,0,1,7288,2,1,0,2,10481,0,2,0,1,1,171,3
10712,14722,1,541,0,1,1,7962,1,1,0,0,2123,10,1,0,1,1,158,8
24856,11290,1,1408,1,0,1,5954,0,1,1,2,16058,0,0,0,1,2,111,25
17906,19042,0,1192,0,1,1,8650,2,1,1,0,12107,0,0,0,1,2,305,5
13666,15885,2,999,0,1,0,4817,1,1,1,0,9946,0,0,1,1,2,277,1
7770,4444,1,506,0,2,1,8940,2,0,0,0,30126,114,1,0,1,0,20,20
11925,14160,0,630,0,2,0,5350,0,1,0,2,28455,141,2,1,1,2,312,25
6060,3118,0,882,0,0,0,3816,2,1,0,2,2995,0,2,1,0,2,261,26
25004,12195,0,924,0,0,0,8917,1,0,1,0,30731,0,2,1,1,2,6,3
361,5834,2,1349,1,2,1,9135,2,0,2,2,23708,0,2,0,0,1,171,21
993,12424,2,1363,0,0,1,2786,0,1,0,0,8111,0,2,0,0,1,18,24
13353,26469,1,584,1,1,1,9517,0,1,1,2,21899,0,2,0,0,2,252,5
12234,5552,1,611,0,0,0,6063,0,0,0,1,25386,0,1,1,1,0,208,13
18551,22489,1,940,0,1,1,9000,2,1,1,1,10020,0,1,0,0,2,194,2
9015,2050,2,589,1,1,0,4171,2,1,2,2,4957,0,0,1,1,0,161,10
15634,14757,2,1289,1,0,0,3074,2,0,1,1,17316,0,0,1,0,0,43,19
14346,19973,0,1281,1,2,0,4618,0,0,1,1,13369,0,2,1,0,3,212,6
15927,15459,2,756,0,0,0,7712,1,1,1,0,28270,0,0,1,1,0,110,2
15285,20321,0,667,0,1,0,8633,1,1,1,0,16631,35,2,1,0,1,204,5
16109,2946,0,384,1,2,1,8201,1,1,0,1,24980,151,2,0,0,3,105,26
21444,29813,0,412,0,2,0,4145,1,1,2,0,30571,0,2,1,1,1,246,12
3208,5286,2,1305,1,2,1,121,0,0,1,1,25292,0,1,0,1,0,28,8
6795,2231,2,1205,0,0,0,1457,2,0,2,0,4084,0,1,1,0,0,257,17
3872,20259,0,502,0,0,1,7410,0,1,0,1,1685,0,1,0,0,1,294,21
23442,28879,2,401,0,1,0,6334,2,1,0,0,19263,0,2,1,1,0,52,11
21683,16846,1,884,1,2,1,8537,2,1,2,1,30317,0,2,0,0,2,125,24
28218,8984,0,1204,0,2,0,2723,0,1,0,1,24816,80,2,1,0,3,2,5
13789,19291,1,794,0,2,0,121,1,0,0,0,24641,0,0,1,0,2,170,4
24032,16523,0,491,0,2,0,9295,2,1,0,1,30409,0,2,1,1,1,133,19
15080,17322,1,1104,0,0,0,6397,1,0,1,1,15833,0,0,1,0,2,28,20
20465,24049,0,992,1,0,1,7177,2,1,0,2,6525,0,2,0,0,0,65,11
13165,10806,0,286,0,2,1,9337,2,0,2,2,32038,0,1,0,1,3,82,4
336,2731,0,1208,0,0,1,1054,0,0,1,0,11863,0,0,0,1,1,310,9
5314,29089,2,1039,1,0,0,6033,1,0,2,1,10203,66,0,1,1,0,207,3
4325,19730,2,668,1,1,0,5019,1,0,0,0,21382,0,0,1,1,0,267,13
10024,26927,1,1355,1,0,1,7945,0,0,0,2,31430,0,2,0,1,3,149,20
3575,29770,2,1312,0,1,0,7240,1,0,0,1,23257,0,0,1,1,0,132,19
2086,25437,1,812,1,2,0,6450,2,0,2,2,20816,0,1,1,1,3,74,12
11705,17330,2,127,1,2,0,3546,1,0,0,2,15010,0,2,1,1,2,44,2
15143,23403,1,202,0,2,0,6147,1,0,1,0,30949,0,2,1,1,1,60,22
2370,5629,0,1385,1,2,1,97,2,1,2,0,24266,134,2,0,1,3,125,4
21662,26697,1,126,1,0,0,368,1,0,1,2,12226,0,1,1,1,0,46,21
8,257,0,747,1,2,1,7204,0,1,0,1,8827,0,0,0,1,0,67,4
16024,13801,1,163,0,1,0,792,0,1,2,0,10836,0,1,1,0,2,284,12
16949,17541,1,767,0,2,0,7514,0,1,1,0,24300,0,0,1,1,0,33,27
19764,12433,1,1035,0,1,1,9579,1,0,1,1,8003,0,0,0,1,1,139,27
25846,8196,1,906,1,2,1,637,2,0,2,0,8747,0,0,0,0,0,3,23
20990,13412,0,791,1,0,0,350,0,1,0,1,18839,99,1,1,1,2,156,6
21589,8831,0,836,0,0,1,4175,1,0,2,0,4222,0,1,0,0,2,77,18
22520,24943,0,864,0,2,1,4858,2,0,0,2,15103,0,1,0,1,3,188,2
13769,26483,1,1261,1,1,1,1884,0,1,1,2,21779,0,0,0,0,2,203,3
23453,2415,1,794,1,1,1,8529,1,0,1,1,17965,0,2,0,1,3,241,21
11818,14928,1,1257,0,0,1,7194,1,0,2,1,13349,0,1,0,0,0,262,11
29557,2798,0,1283,1,0,1,9821,0,0,0,1,3539,0,2,0,1,0,70,5
16167,21020,2,1189,0,1,0,1623,2,1,0,0,29219,0,1,1,1,3,207,10
6186,14636,2,538,1,0,1,8218,2,0,2,2,23596,7,2,0,1,1,37,8
26041,1712,2,652,0,0,0,7743,1,1,1,1,5702,0,2,1,0,1,48,1
5247,25286,0,368,0,0,1,171,2,1,0,2,14110,0,2,0,0,3,278,16
25609,3681,0,701,0,0,1,2319,1,1,1,2,23658,178,2,0,0,1,24,2
20078,6832,2,329,0,2,0,1062,0,0,2,2,28096,0,2,1,1,0,96,21
1498,972,1,784,1,0,0,3416,1,0,2,0,20866,74,2,1,0,0,137,24
17820,27067,2,86,1,2,0,1829,0,0,0,2,5557,0,2,1,0,1,216,12
8167,630,0,67,0,2,0,7285,0,1,1,1,23707,82,1,1,1,2,66,26
28636,6763,0,220,0,0,1,7072,2,1,2,2,4107,0,2,0,1,1,47,26
3319,29856,0,223,1,0,0,1600,0,0,1,0,28318,20,1,1,0,1,167,8
28525,11255,2,469,1,1,0,2722,2,1,2,0,12127,57,1,1,1,2,107,0
10479,25296,0,321,1,2,1,5580,1,1,0,2,24526,0,1,0,1,1,244,17
3743,4226,2,1005,1,0,0,6009,0,1,1,0,83,0,0,1,0,1,214,27
9953,802,1,335,1,0,0,1649,0,1,1,2,6445,0,1,1,0,2,312,24
491,9629,1,955,1,0,0,6209,0,0,1,2,28947,0,2,1,1,1,147,18
22443,6222,0,1216,0,1,0,5951,1,0,0,0,893,0,0,1,1,2,248,1
28008,6056,0,439,1,2,0,6920,2,0,2,0,26425,0,0,1,0,0,206,17
26031,19965,2,200,0,2,1,6067,2,1,2,2,28151,0,0,0,1,0,262,2
11880,4446,2,486,1,0,0,1167,0,1,0,0,13003,17,0,1,0,1,28,1
9923,11880,0,1274,0,2,1,2545,2,0,1,2,5417,0,2,0,1,0,39,22
20835,18795,0,490,1,1,0,9401,2,1,1,2,28844,33,2,1,0,1,119,24
21658,488,1,1317,0,0,0,7642,2,0,1,1,29981,0,0,1,1,0,311,3
7929,23517,1,663,0,2,0,2467,0,0,2,2,8269,0,0,1,0,1,171,7
27669,1625,0,1078,0,2,0,1042,0,0,1,2,6628,0,1,1,1,0,229,7
22891,15568,2,362,1,2,1,732,2,1,0,2,13527,0,1,0,1,0,170,9
4272,5420,1,444,1,1,1,8036,0,1,0,1,12425,0,2,0,1,3,50,1
16176,26349,2,22,0,0,0,3317,0,1,0,2,9159,0,0,1,0,0,221,8
14946,17571,1,960,1,0,1,6061,1,1,1,1,31821,0,1,0,0,2,96,21
7919,16225,1,644,1,0,1,8436,0,0,0,1,18863,0,0,0,1,0,158,1
2951,27754,2,533,0,2,1,4177,1,0,0,1,18494,0,2,0,0,3,287,21
1501,6847,2,973,0,0,0,6528,2,0,1,0,21692,0,1,1,0,3,121,1
2099,13936,2,578,1,2,0,7876,1,0,1,0,4220,0,2,1,0,2,109,4
12816,7149,2,534,1,2,0,7790,0,0,1,2,21847,0,2,1,1,2,114,22
21357,15440,2,263,0,1,0,5390,1,1,0,2,9071,156,2,1,0,3,45,17
28866,17978,2,1221,0,2,0,7071,1,0,2,1,31329,0,1,1,1,0,224,27
793,2444,2,87,1,0,0,7885,0,0,1,2,2045,0,0,1,0,1,116,19
21389,9375,1,123,1,1,1,133,0,0,2,0,16980,120,0,0,0,1,201,22
22673,24101,0,718,1,0,1,5753,0,0,0,0,16178,0,0,0,0,1,10,9
23797,14087,2,1428,0,0,0,515,0,0,1,1,13683,154,1,1,0,3,108,17
1410,7581,2,4,0,1,0,9616,0,0,1,0,17883,0,1,1,0,2,229,3
14174,24370,1,33,0,0,1,1340,1,1,1,1,21893,0,2,0,1,3,9,17
26338,12589,1,820,1,0,0,6430,1,1,0,0,8940,4,2,1,0,0,124,24
9931,20077,2,527,1,0,1,7332,2,0,0,0,28663,0,2,0,0,2,51,20
20209,17684,2,1088,0,1,0,9750,1,1,0,2,13184,0,1,1,0,3,81,16
6637,1730,1,911,1,2,0,6449,2,1,0,2,20579,0,0,1,1,0,267,23
24193,23003,2,923,0,0,0,8630,0,0,1,1,24807,0,0,1,1,1,37,14
18213,27555,1,303,0,0,0,9764,2,1,1,1,23264,0,0,1,1,1,67,0
7058,17313,0,1113,1,0,0,815,1,0,2,1,4414,0,2,1,0,3,283,4
903,28179,0,1164,0,1,0,5320,1,1,0,0,8015,0,1,1,0,0,271,2
5890,24472,0,744,0,0,1,5664,0,0,2,0,31420,0,0,0,0,0,158,23
2595,23288,2,100,1,2,1,786,0,0,0,0,6007,0,0,0,0,3,33,27
23571,18697,2,1208,1,2,1,2773,0,1,2,0,22528,128,1,0,1,3,283,14
20771,15512,1,644,0,0,0,9482,2,0,1,0,8490,0,0,1,1,2,250,11
14768,28209,0,1259,1,1,0,1149,1,1,1,0,12786,83,1,1,0,3,104,13
16944,20246,0,260,1,2,0,6810,2,0,2,1,10566,0,1,1,1,0,48,24
26115,1929,2,563,0,0,0,7602,2,0,2,1,16350,0,2,1,0,1,119,15
7748,16402,1,581,0,2,1,1519,1,0,2,1,12883,0,0,0,0,3,53,16
20654,1288,0,669,1,1,1,342,2,1,2,0,31447,0,1,0,1,0,171,5
4301,3299,1,455,0,2,0,8501,0,1,1,1,22689,21,0,1,0,2,225,1
18368,25804,2,1344,1,1,0,9730,0,0,1,1,21793,0,2,1,0,0,14,27
16680,16394,1,121,1,2,1,562,0,1,2,1,11350,0,2,0,0,1,68,13
8291,5619,0,1238,1,1,0,2756,1,1,1,2,25773,0,2,1,0,3,188,19
25576,13623,1,1176,1,2,1,3179,1,0,0,1,9605,131,2,0,1,2,133,11
1769,27204,2,313,0,0,1,494,2,0,1,0,5830,0,0,0,1,3,184,3
25307,14396,0,1371,0,2,1,8725,2,1,2,0,17452,0,2,0,0,1,86,4
465,28995,2,617,0,0,0,676,1,1,0,0,3861,0,0,1,0,0,143,9
10178,21084,1,1228,0,1,0,2071,0,1,0,0,24508,79,1,1,1,0,235,25
7001,19445,0,434,0,2,1,8627,1,1,1,0,29886,0,1,0,0,2,160,19
22193,24360,2,516,0,1,0,4523,0,1,0,2,21889,0,2,1,0,0,89,3
8949,4052,1,634,0,0,1,3854,2,0,0,0,21758,0,1,0,0,1,265,5
27269,4077,1,901,1,0,0,3778,1,0,1,0,22210,0,2,1,0,3,233,4
10454,12892,0,1190,0,2,1,7143,2,1,0,1,28882,0,2,0,0,2,13,0
3714,17619,0,1255,0,0,0,9159,1,1,0,0,533,0,2,1,1,2,95,26
23746,8578,2,500,0,1,0,6224,0,1,2,2,8301,0,1,1,1,1,205,13
14373,11561,2,384,1,1,0,355,1,1,0,0,22897,0,2,1,1,3,266,20
11875,23057,0,636,0,1,0,2914,1,0,1,2,7040,0,0,1,1,3,77,16
515,22358,1,1275,0,2,0,6510,1,0,1,1,8323,0,0,1,1,2,248,26
12425,13726,1,961,1,2,1,8785,2,1,1,2,26768,0,1,0,0,3,164,2
15197,12885,2,1394,0,1,1,8625,2,1,1,1,17270,0,0,0,0,0,213,0
5318,20060,1,116,0,1,0,7303,0,1,0,2,482,0,0,1,0,1,247,19
5554,15121,2,824,0,1,0,4890,0,0,0,1,7926,0,2,1,0,2,155,22
10400,27684,2,600,0,1,1,4149,1,0,2,2,17161,0,0,0,1,0,248,17
13430,18429,1,1281,0,0,0,6494,2,1,1,1,20860,8,0,1,0,0,43,2
13930,7565,2,695,1,0,0,1657,0,1,0,2,24407,0,1,1,0,1,138,8
5089,4815,2,313,0,2,0,92,1,1,2,2,8292,0,0,1,1,0,229,20
10088,21323,2,585,0,1,0,66,1,1,1,0,23792,164,2,1,1,0,124,2
1838,7040,1,284,0,1,0,250,0,1,0,2,2699,0,0,1,1,2,143,17
22379,26490,1,993,0,2,0,1055,1,0,0,2,2074,154,2,1,1,1,308,4
24081,6516,2,1015,1,1,1,3388,2,0,1,2,21699,0,1,0,1,2,257,7
247,12592,1,298,1,0,1,6432,1,1,2,0,3215,0,1,0,1,3,60,17
5708,16059,0,1223,0,2,0,6691,1,0,1,1,27611,0,0,1,1,3,114,13
10612,15087,2,536,1,1,1,5851,0,1,1,1,27561,0,2,0,0,1,199,26
25545,19781,2,839,0,0,1,4168,2,0,0,2,31694,0,2,0,1,0,231,4
29234,21605,2,1356,1,2,0,8884,2,0,2,1,20931,0,1,1,0,3,68,1
3249,10368,2,52,1,2,0,7292,1,1,1,2,15314,0,1,1,0,2,73,23
3907,8487,1,199,1,0,0,3262,1,1,0,1,24520,0,1,1,1,0,215,18
20454,6203,1,1286,1,0,1,2077,2,1,1,0,11335,0,2,0,0,1,78,13
28451,27343,0,1268,0,2,1,6523,1,0,1,2,12334,0,2,0,0,3,84,10
20075,1271,1,1013,1,0,0,7340,2,0,2,1,29752,0,0,1,0,3,180,7
17694,23195,0,1352,1,2,1,4279,1,1,2,0,28512,0,1,0,1,0,253,3
23084,2421,1,1397,0,1,0,1742,2,0,0,0,13840,0,1,1,0,0,43,0
2394,9742,1,229,0,2,1,3415,2,0,0,0,23205,41,0,0,1,2,228,0
13514,22142,0,810,1,1,1,433,2,1,1,0,19310,0,1,0,0,3,263,11
17927,12613,2,1129,0,0,0,9672,0,0,0,0,20969,0,0,1,1,1,237,6
17267,16491,2,839,0,1,0,8193,0,0,1,2,16247,0,0,1,1,0,228,7
16792,7633,2,626,0,0,1,8458,2,0,2,1,2083,0,2,0,1,3,7,6
20657,8104,0,1141,0,1,0,2650,1,0,0,2,18132,0,0,1,0,0,255,6
24597,13571,0,940,1,0,0,7341,0,0,0,2,29787,0,2,1,0,1,283,17
19210,17068,2,1345,0,0,1,4837,0,1,2,1,25177,0,0,0,1,2,252,21
20508,16881,2,546,0,0,0,254,2,0,0,0,16950,0,1,1,1,0,45,22
948,5188,2,614,1,1,0,7575,0,1,2,2,11337,0,2,1,1,3,40,10
5451,118,2,895,1,2,0,2848,2,0,0,1,29849,0,1,1,0,0,214,0
3927,9491,0,162,1,2,0,3355,1,1,2,2,29209,21,2,1,1,0,238,27
24355,21075,2,855,0,2,1,2231,1,0,0,1,4287,0,2,0,0,1,159,14
28255,8171,1,459,1,1,0,8251,0,1,0,1,7600,0,2,1,0,2,14,26
4624,9422,2,407,0,2,1,3173,0,1,0,0,6103,118,0,0,1,1,303,18
1317,24427,1,1367,1,0,0,3335,0,0,2,1,20786,0,2,1,0,0,183,27
1145,27463,2,721,1,1,0,2368,2,1,2,0,6639,0,0,1,1,2,261,15
603,21322,1,727,0,1,0,5957,0,1,2,0,94,0,0,1,0,2,296,27
20966,377,1,264,0,0,1,4833,1,0,0,1,28472,0,1,0,1,3,29,23
6018,25261,0,1300,1,1,1,917,1,1,2,0,14296,0,0,0,1,2,90,10
26423,8230,2,853,0,1,1,3075,0,0,1,1,10179,163,2,0,0,0,256,15
28617,15240,1,123,1,1,0,3677,0,1,0,2,11378,0,0,1,1,1,246,16
20048,7455,0,128,1,1,0,37,2,0,1,2,28682,0,0,1,0,3,102,9
22291,24840,2,597,0,0,0,9216,1,1,2,2,3725,0,1,1,0,1,127,20
7122,6485,1,174,1,0,0,909,1,1,2,0,5987,0,0,1,0,3,88,8
1183,13746,2,1315,1,2,1,4842,2,0,1,2,234,0,1,0,0,0,224,13
13700,21624,2,1205,0,2,0,533,0,1,1,2,28254,0,2,1,0,1,109,17
23827,328,1,699,0,2,0,5195,0,0,0,0,29530,163,2,1,0,0,275,21
15991,8712,0,470,0,0,0,6728,0,1,2,2,16869,0,0,1,1,2,293,0
23101,18811,2,1290,0,1,0,273,0,0,2,1,26327,0,2,1,1,2,75,19
9970,26326,2,1204,0,0,1,9300,1,0,2,1,31753,0,0,0,0,3,8,26
8770,4432,2,281,1,0,0,8846,1,1,0,1,31351,0,1,1,1,3,63,18
8623,22774,2,46,1,1,1,3157,1,1,1,0,1916,0,0,0,0,0,88,3
6941,22662,1,1372,1,0,1,8312,0,0,0,0,25764,0,2,0,0,1,23,2
3647,13324,2,1046,1,0,0,7966,0,0,1,1,4696,0,1,1,1,0,9,22
24018,1053,0,709,0,0,0,6885,0,1,1,0,10740,0,2,1,0,0,256,23
24747,23420,2,662,1,1,0,5309,1,1,2,0,24695,0,2,1,0,3,306,4
8129,29742,0,396,1,2,1,4439,0,0,1,2,19997,0,0,0,0,2,97,9
8957,28750,2,433,1,1,1,8238,2,1,2,1,25869,0,0,0,0,0,114,3
6438,9412,2,1080,0,1,0,2576,1,0,1,2,24265,0,2,1,0,3,253,18
10202,2580,2,1079,0,0,1,5839,0,1,0,1,6531,0,2,0,0,0,296,14
26047,4739,2,127,1,0,0,1,2,0,0,0,15505,0,2,1,1,3,115,19
19743,1097,1,286,1,2,1,9713,2,0,1,1,1243,0,1,0,1,2,101,25
17088,13987,1,1093,1,0,1,7544,2,1,1,2,20773,0,2,0,1,1,25,8
0,3496,0,1408,0,0,1,4682,0,0,0,1,8853,0,0,0,1,2,84,14
23132,19330,2,856,1,2,0,7383,0,1,0,0,10794,0,0,1,1,2,274,4
14881,13404,2,1210,0,1,0,6637,0,0,2,2,22180,0,1,1,1,2,252,17
11168,25540,2,987,1,2,1,2749,2,1,0,2,16273,0,0,0,1,1,192,2
28817,5760,0,1350,0,0,0,6842,0,1,2,0,16181,0,1,1,1,3,29,19
7658,16020,1,408,0,1,1,7453,2,1,1,1,17072,0,1,0,0,1,233,14
23043,12329,0,1289,1,1,0,1221,0,0,2,0,28798,0,0,1,1,2,120,14
28704,2844,2,984,1,1,0,3143,0,1,1,2,19493,0,1,1,1,3,285,7
24907,11432,0,1368,1,1,1,5775,0,0,0,2,19571,0,0,0,0,1,81,7
6685,4043,1,420,1,1,0,7734,0,0,1,1,2455,0,2,1,0,2,268,22
23604,6740,0,144,0,2,1,694,1,0,0,0,7929,0,0,0,0,1,278,10
7846,1609,2,1315,1,2,1,5663,1,0,0,2,29225,0,2,0,1,0,124,17
14,19003,1,1269,0,1,1,647,1,0,1,1,26352,0,0,0,0,1,75,15
19183,6391,0,1007,1,0,1,8509,0,0,1,2,7138,0,2,0,1,2,129,23
25970,12440,2,926,1,0,0,207,1,0,0,0,14362,152,2,1,0,0,280,15
5344,24844,2,461,1,0,0,1810,0,0,1,2,23405,0,2,1,0,0,105,13
16088,12034,0,1207,0,1,0,4141,1,0,1,1,13311,0,2,1,0,0,261,10
10604,28545,1,158,0,0,0,8408,2,0,0,1,26182,163,2,1,1,1,50,16
8458,2509,2,1176,1,1,0,7246,1,0,0,0,20857,0,0,1,0,2,158,18
10866,26691,1,1431,1,2,0,8568,0,1,0,2,2324,0,1,1,0,1,85,2
29319,11592,0,1277,0,0,0,477,1,0,1,1,1533,0,0,1,1,3,244,27
23839,11087,2,53,1,2,0,4971,0,0,0,1,292,85,0,1,1,1,139,23
9540,19474,1,900,0,0,0,6800,2,0,2,2,9334,0,1,1,1,2,309,25
24268,16225,2,718,1,0,1,1731,1,1,0,2,8916,0,1,0,1,1,40,14
27723,1125,0,800,0,2,1,1341,2,1,2,0,8185,0,1,0,1,2,73,3
15190,15524,0,1412,1,0,1,3427,1,1,0,2,23208,0,0,0,0,0,175,22
13617,11524,2,1214,1,2,1,6150,0,1,0,2,16905,11,2,0,1,0,82,17
8634,21156,0,389,1,2,0,3064,0,1,0,0,29860,32,0,1,0,0,313,8
26616,25360,1,188,1,1,0,480,1,1,0,1,17083,84,0,1,0,1,64,21
27640,12533,2,1360,0,2,0,5576,1,1,0,0,8516,0,0,1,0,1,174,14
3481,8519,1,259,0,2,0,6715,0,1,2,2,12649,0,1,1,0,0,47,13
23110,7608,2,659,1,0,0,3205,0,0,0,2,21974,74,2,1,0,1,26,1
9485,5939,0,1105,1,2,1,9174,1,0,2,2,29280,0,0,0,1,3,140,20
16184,26153,2,537,0,1,1,1548,2,1,0,2,25190,51,2,0,0,0,225,6
5988,16006,1,1167,1,1,0,9056,0,0,0,1,7335,81,0,1,1,1,144,8
14558,20360,0,456,0,1,1,7902,0,0,1,0,21909,0,0,0,0,3,238,21
24523,824,0,1392,0,2,1,175,1,1,0,0,18725,0,0,0,1,3,80,16
18055,5589,2,824,0,0,0,8560,1,1,0,0,19659,0,1,1,1,1,272,7
8640,18044,0,395,1,1,1,3424,2,0,2,1,19538,0,2,0,1,2,292,8
29298,19397,2,1009,0,0,1,3243,0,0,0,1,5107,0,0,0,0,2,61,6
28574,7453,2,1237,0,2,0,1171,1,1,2,1,29139,117,1,1,0,3,72,10
19920,4381,0,586,0,1,1,4999,1,1,1,2,30602,75,0,0,1,0,50,26
718,19317,0,488,0,0,1,1081,2,1,0,0,18804,0,0,0,1,1,217,4
555,6280,0,1224,1,1,1,5875,2,1,1,2,7638,0,0,0,0,0,74,26
23771,12017,0,549,0,0,1,4697,1,1,1,2,30335,0,1,0,0,2,198,6
22489,21926,1,588,1,0,0,9081,1,0,2,0,7388,85,0,1,1,3,202,13
5645,25425,0,1248,0,2,1,4176,1,1,0,1,22710,0,0,0,1,1,99,12
29190,23926,0,172,1,0,0,2145,2,1,2,1,10546,0,2,1,0,1,135,25
29437,21566,1,984,0,0,1,8002,2,0,0,1,27416,0,1,0,1,1,156,26
24934,6184,0,608,1,0,0,7930,2,0,1,0,26656,139,1,1,0,3,33,23
18630,22455,0,888,1,2,1,5572,2,0,0,2,1746,0,2,0,1,2,142,4
10801,18057,2,948,1,2,1,8039,1,1,0,1,27157,0,2,0,1,2,44,13
22737,29249,1,771,1,0,0,2044,1,1,0,2,25121,0,2,1,1,2,166,4
27164,21296,1,497,1,0,0,8091,2,0,2,2,16829,127,1,1,1,1,66,3
11204,13205,0,553,0,0,0,7507,1,0,0,2,6244,0,1,1,1,0,151,23
7137,4127,2,840,1,2,0,3597,0,1,2,1,13591,0,0,1,0,3,300,7
6965,5593,2,414,1,0,1,845,0,0,2,0,8715,0,1,0,1,0,181,27
25052,4177,2,379,0,0,0,4543,2,1,1,0,25,0,2,1,1,2,5,14
22529,28791,2,228,0,2,0,694,1,0,2,1,4737,0,2,1,1,2,2,8
17196,20594,1,238,1,0,1,2276,2,0,0,1,14858,78,0,0,0,1,230,20
13719,9791,0,472,1,1,0,7430,2,0,0,1,19382,0,0,1,1,1,236,8
18572,24146,1,1251,1,2,1,3584,2,0,2,0,16679,0,0,0,0,0,127,8
22041,3430,0,323,1,1,0,7597,2,1,2,0,5762,176,2,1,0,1,122,16
29186,27695,1,1426,1,1,1,1746,0,0,2,0,22469,0,2,0,0,1,90,25
20536,9469,2,1104,0,2,1,737,0,1,0,0,8577,0,0,0,0,3,202,18
24380,14265,0,196,0,0,0,2795,2,1,2,1,21173,0,2,1,0,0,259,0
5664,11500,2,692,0,2,1,1829,2,0,1,0,24435,0,2,0,1,0,185,15
21924,29234,0,48,0,2,0,2460,2,1,1,2,28719,0,1,1,0,0,222,19
16851,19060,1,588,0,1,0,6062,0,1,2,0,13962,0,2,1,0,1,239,11
18885,21167,0,835,0,2,0,6090,0,1,1,2,8428,0,1,1,1,2,202,15
994,22147,0,149,0,1,1,8312,0,0,1,2,16861,68,2,0,0,1,185,14
