Action Taken,Severity Level,Attack Type,Destination Port,Source Port,Anomaly Scores,Packet Length,Localidad
2,1,2,21339,6170,4091,878,7
1,2,2,19428,21121,5018,480,217
0,2,1,1167,25663,6009,728,68
2,0,2,21796,18442,7848,940,93
0,2,0,9364,12529,5666,467,226
0,2,0,23316,5750,547,541,125
1,2,0,12437,11768,1495,434,192
0,0,0,8464,10272,7087,615,259
1,2,1,27878,15320,4185,220,303
0,1,1,7086,27418,3983,535,75
1,0,1,23237,16192,8344,531,181
1,0,0,26781,2084,1658,344,42
1,2,0,20492,3834,2037,399,283
0,0,2,22477,3127,8851,1409,220
2,0,2,19880,22133,7930,1018,31
0,2,1,11541,3582,1883,433,130
1,1,2,20118,10583,9120,860,226
0,0,0,2454,10491,2451,170,177
1,1,0,2227,29019,7611,484,12
1,2,1,13833,20327,528,1213,90
1,2,0,25439,9459,3203,1383,1
0,1,0,2688,12382,7480,858,161
1,2,1,17760,4437,8898,795,86
1,1,0,9491,22632,6813,1069,156
1,1,1,5758,20306,5228,827,311
1,1,1,17059,22757,896,1129,213
1,2,2,4666,10306,1930,948,112
1,1,1,16349,19058,6408,888,40
0,1,1,6117,28789,3237,663,282
2,0,0,6853,9127,1171,1195,181
0,2,2,2412,4325,5154,886,220
0,0,1,21398,8133,8955,1204,36
2,0,0,3958,21183,7802,944,118
1,2,1,19537,3545,1646,856,45
0,0,1,6308,26887,1423,696,225
1,1,1,21564,5255,8675,1308,198
1,2,2,27206,13889,3567,957,66
2,0,2,1673,1505,2744,669,299
1,2,0,12471,15310,5189,515,44
0,2,2,24027,5186,7145,535,188
2,1,2,23651,29605,9089,927,218
2,2,1,17500,19074,6098,136,141
1,0,2,10577,18714,1631,727,73
0,1,1,1027,2851,476,1417,298
2,2,2,21503,18923,589,161,269
0,0,0,24183,16386,2185,431,208
0,2,1,29549,21136,6472,64,227
2,0,2,27000,23843,6336,187,236
1,2,0,5887,7560,6280,889,106
2,0,1,25046,18448,8403,329,82
0,1,0,15098,215,221,77,6
1,1,2,8937,2176,6311,1261,27
1,2,2,6518,14115,7200,632,67
2,0,2,4015,6120,9470,1056,282
1,1,1,27235,18814,9063,287,195
1,1,1,4940,5894,8383,19,293
1,0,0,8244,5154,8110,297,247
2,0,2,24896,5592,8121,1201,100
0,1,2,16087,27920,8122,748,20
2,2,2,3785,15989,4311,1342,315
2,1,1,11429,14143,1366,1068,256
2,2,0,9874,28486,6340,1166,154
1,1,1,14307,3694,7794,1071,228
2,0,2,3290,6941,527,531,26
2,0,1,21429,13677,5883,64,87
2,2,0,12420,21485,5480,791,126
2,2,1,5547,28440,6931,893,143
2,2,0,8637,22350,9522,1182,310
1,2,0,20638,22724,7687,602,4
2,0,0,16677,29023,7915,862,242
2,1,2,15439,1013,7162,661,141
0,2,0,9898,18185,1709,577,276
0,2,0,13666,9439,4683,68,170
0,2,1,19166,29,44,877,272
0,2,1,12439,18645,9102,1158,236
2,0,2,29779,23388,2778,1221,191
2,2,0,29708,19557,8937,279,271
0,0,2,14979,16757,5889,472,31
1,2,2,3797,6857,1240,973,136
1,2,1,9954,665,4715,1082,29
0,1,2,22458,293,6320,580,240
2,1,0,27914,18785,1227,493,233
2,2,1,3145,12363,111,180,192
0,1,1,4855,15258,7622,612,195
0,0,0,14840,22006,5580,374,1
2,0,2,8675,5197,2147,171,142
2,1,0,27449,18785,1570,348,201
0,0,1,17478,9421,2514,399,270
1,1,1,25830,3165,3560,1258,25
1,0,0,14920,18730,2496,1026,309
1,2,1,9651,7743,8070,749,170
0,1,2,4411,1801,2556,1035,245
0,2,1,10249,18453,7806,1075,125
1,2,1,12363,19920,666,978,141
1,2,2,27869,1645,7664,944,90
2,1,1,4003,4150,7039,694,284
0,0,2,16136,25020,1057,1253,214
1,0,1,6635,26379,7890,557,135
2,0,1,7342,29377,4101,1093,282
2,1,0,20483,8175,1515,621,5
2,2,0,11487,17716,4788,909,35
0,0,1,10365,10406,4472,236,49
2,2,0,1900,24683,4895,1328,241
1,2,0,29221,17405,6264,1032,53
0,1,1,23894,18287,2450,846,214
1,1,1,23837,8749,9563,168,54
2,1,0,16284,2389,6914,72,62
1,2,1,16079,3145,5429,1354,83
1,0,1,19976,2275,2040,57,74
2,2,2,10613,14405,5242,1318,139
1,0,1,25789,20539,9250,1064,99
0,2,0,17886,12111,2712,1052,59
1,1,1,19684,7421,4208,525,209
1,0,2,29433,5886,1517,168,164
0,1,0,25355,27008,9452,98,32
1,0,0,15239,969,6847,939,81
0,1,1,1486,8273,4535,70,221
2,1,1,3408,25949,707,900,142
2,1,0,28107,9951,5964,181,109
2,2,0,5492,1008,4630,890,14
1,2,0,18497,20,1592,1260,114
2,0,1,9010,23953,2979,1005,310
1,2,0,18959,2476,2829,159,292
1,2,2,19871,11136,9384,380,307
0,0,0,20804,4747,8260,285,297
1,2,0,2294,22398,1162,1394,219
0,0,0,4979,24715,7823,408,57
1,1,0,5667,14701,3751,828,244
2,0,1,3491,29202,2030,1252,136
0,1,0,28726,2035,1478,1092,3
2,1,1,26606,1108,9592,34,264
0,0,0,25126,18870,4483,13,232
2,1,2,12557,23560,5597,1176,198
0,2,2,16373,17254,1597,733,110
2,2,2,6087,17437,3995,883,192
1,0,1,14822,4952,7074,1313,94
2,1,0,1342,18813,661,750,73
2,1,1,17733,1918,4681,1434,141
0,2,2,22926,23832,4587,967,190
0,2,0,4969,24181,6558,230,58
1,0,1,6975,925,5583,158,121
2,2,2,11220,23554,6587,1220,267
2,0,2,25161,6582,7745,191,238
0,0,2,24740,18106,12,1169,107
1,2,0,20326,7636,2888,1055,160
2,1,1,22128,37,9474,696,76
0,2,2,8119,17685,5732,349,81
0,2,1,26556,27574,9608,230,46
0,2,1,5315,22802,1401,973,57
2,0,1,216,9361,8168,1242,186
2,2,2,25793,1839,7948,1216,83
1,0,2,6336,27603,5780,1174,93
2,0,0,16053,322,353,1272,111
0,2,2,5653,4137,3232,1432,171
0,1,0,12707,18134,9092,291,221
1,1,1,14972,6350,7407,1183,166
2,1,0,3249,12902,7574,1214,140
2,2,1,17719,6699,7919,745,84
2,1,2,147,1604,8848,168,307
0,1,0,3011,23079,5446,1426,96
2,1,2,3665,17560,5141,675,132
2,0,1,23972,27022,6475,380,57
0,0,2,20453,740,2430,337,153
0,0,2,23791,8193,673,1278,75
1,2,1,13488,22776,3095,1150,70
1,0,1,23504,843,3376,1157,168
1,0,0,10708,8382,3265,1280,175
2,1,0,23347,21448,4384,731,203
1,1,0,27193,21666,2329,129,53
0,1,2,2184,8490,1653,1414,266
0,0,1,22740,9684,3610,892,292
1,0,2,8033,4468,6555,31,33
0,1,2,3706,4239,2281,694,291
2,2,0,23723,14885,7729,985,41
1,0,1,9753,10022,4585,125,59
0,2,0,12481,11896,5565,1050,232
2,0,1,22952,13378,8581,1180,59
1,2,1,23468,5102,8393,415,238
2,2,2,1098,9965,6225,878,307
0,2,1,6553,17951,8234,1409,171
2,2,1,19712,6525,6566,467,137
2,2,2,19584,29501,5287,1274,102
1,0,1,614,2288,9079,13,172
2,2,2,25539,17145,9332,626,264
2,2,1,18191,13597,1343,1229,187
1,1,2,4452,3024,4473,1088,88
0,1,2,18265,11094,9082,1155,310
0,1,0,14312,24223,9313,996,174
2,1,1,29137,7603,7256,1331,223
1,0,2,1493,2279,3608,233,200
2,0,1,28581,11240,5420,1152,75
1,2,2,20482,26190,6492,910,135
0,0,1,7209,6794,7457,1100,109
0,0,2,4972,7717,5086,329,192
1,0,1,16409,8104,1492,1221,263
2,2,2,18436,2924,2631,709,156
0,1,1,7650,16627,5859,1361,261
2,0,1,14628,20660,386,1323,310
2,1,0,15284,11824,5238,1211,32
0,0,0,17256,16068,4967,13,120
2,0,2,3776,17171,6588,116,184
1,2,1,7423,14699,3608,542,89
0,2,2,8164,4489,3989,240,187
0,1,2,14388,20922,9618,708,66
0,2,0,4538,309,7251,305,93
0,2,1,26995,24100,5049,1054,28
2,0,2,29671,27956,2253,1188,131
1,0,0,13886,26425,1705,1171,106
2,2,1,16412,879,2936,910,31
1,1,1,28115,27645,9210,1040,246
2,1,2,9419,14570,7417,107,156
0,2,1,28236,13594,3485,1182,259
1,2,1,21257,11993,201,614,95
1,2,0,21355,11859,3125,1182,59
2,1,0,1520,28151,9591,1126,31
1,2,1,4863,16022,6862,1373,315
1,2,0,27965,2311,7129,1110,31
1,2,0,25013,3665,6195,1230,237
0,2,0,27495,17465,8206,773,251
1,2,2,19339,10632,8921,1018,100
0,2,2,24770,19934,1287,129,263
1,2,1,15256,732,6935,94,282
2,2,0,9876,10264,2645,391,198
0,2,0,28491,24634,2340,1063,132
0,0,1,21147,24068,2128,1194,202
2,1,1,23068,9239,3818,519,39
2,0,1,27989,16890,3748,1201,147
2,1,0,24652,4864,181,1327,141
1,2,1,20270,16985,237,1112,199
0,1,0,7434,6592,7775,867,256
1,0,1,11688,25088,3345,678,143
0,0,1,25118,26256,394,252,29
2,1,1,19068,8295,1424,936,228
1,1,2,7690,28932,3095,957,45
1,2,1,8936,27957,2769,11,45
0,2,1,16330,19489,2490,1206,32
0,2,2,235,19162,9455,739,149
2,1,1,10280,18327,1425,359,44
0,0,2,27613,26239,7793,1000,206
2,0,0,24275,15827,562,257,57
1,0,2,13276,18500,9147,241,235
0,1,1,2551,26027,660,936,25
2,0,0,14634,11805,5321,58,152
0,0,1,2982,25122,6455,670,315
2,1,1,24366,25809,3090,1090,306
1,0,2,9604,6289,3207,125,89
2,1,0,12549,29129,4483,282,73
2,2,1,1065,24375,5100,1205,52
2,0,2,18140,27694,6938,1125,137
2,1,1,11489,3605,6870,357,159
1,2,2,13511,12432,2091,416,213
1,0,1,25132,23516,2524,333,223
2,1,1,17609,11724,2153,1320,275
1,1,1,19452,11757,6676,28,8
1,2,0,24121,10557,4663,649,73
2,0,1,8656,1527,3458,815,281
0,2,1,7671,7531,1758,525,254
2,2,1,11777,28550,3364,129,107
1,1,2,13808,20182,6090,199,34
1,0,2,2435,8326,6513,633,34
1,2,2,18187,1986,704,395,3
1,1,0,21731,22805,3425,429,78
0,1,1,18967,2479,4684,859,32
2,1,2,28799,17912,4017,760,304
1,1,0,19577,2737,4089,1279,314
0,1,0,19991,26392,324,983,89
0,0,1,16920,18281,103,774,97
1,1,2,26868,14688,7962,33,291
1,1,0,8268,5102,2672,300,63
1,2,0,2319,28005,5474,1022,131
1,0,0,18288,5415,2787,1111,46
2,0,1,26151,17732,1424,912,39
2,0,2,14146,6495,8611,197,123
1,0,1,18352,11835,2299,675,45
2,2,2,16341,6141,9629,368,203
0,0,2,16811,5520,3745,795,274
2,2,2,20722,21587,636,35,27
1,1,0,23415,1151,7993,847,156
1,2,2,28038,17661,434,685,253
2,2,2,25685,27487,2040,211,179
2,1,2,18654,438,8229,969,95
1,0,0,6375,18583,4043,71,204
0,2,2,13663,2289,2352,428,230
1,0,2,25205,8786,6427,719,285
2,0,1,21911,12513,4427,503,206
0,0,1,25855,13668,8330,1236,270
0,1,2,24003,7351,6822,680,173
2,1,1,13932,14308,4526,891,243
0,0,2,3715,11800,8390,725,106
1,0,2,28724,28782,1203,445,142
0,0,1,4608,24760,4609,879,215
0,2,2,9824,24214,9403,279,110
2,2,0,13125,1248,5482,1195,43
2,0,1,26800,7821,6212,392,53
2,0,0,6044,27068,5115,1177,204
2,2,2,878,1213,8507,100,288
0,1,1,25566,3060,336,755,133
1,1,0,6346,7921,8463,788,263
1,1,2,9260,16646,2147,184,56
1,1,1,9500,14349,9722,672,273
1,1,2,5842,19473,5989,891,152
1,2,1,25827,28265,8812,755,148
2,1,2,18514,18053,902,79,159
2,0,0,27804,17710,3914,1040,170
0,0,2,4418,14876,1557,609,3
1,2,1,15091,4262,1255,1242,9
2,2,0,15941,16584,4645,517,195
1,1,1,3673,16195,7492,1059,122
1,2,1,19403,25317,5228,1217,206
2,1,2,2491,22446,1105,453,195
2,2,0,10907,11799,4096,865,288
1,2,2,2824,24678,1733,894,172
0,1,0,27424,3457,8561,703,4
2,1,1,11709,29265,5253,1351,172
1,0,1,28965,18235,5521,766,70
1,0,2,9635,10173,1512,1257,244
0,0,1,14227,21381,6677,296,161
2,0,1,8404,25264,9463,25,109
0,1,1,25750,24290,8458,1255,148
1,0,2,11855,4796,3836,271,174
1,2,1,20557,21185,7345,1042,174
0,2,0,22820,3336,773,713,246
2,1,2,5514,20630,180,640,195
1,0,0,28369,24693,5781,122,187
2,0,1,10523,884,151,1295,194
0,1,2,24347,25619,4874,10,234
2,2,0,11833,25644,3538,361,208
0,0,2,22690,16080,181,625,244
1,2,0,8255,29115,5578,625,100
0,1,1,138,9454,7680,786,296
2,0,2,18602,29579,7341,23,77
0,0,1,21731,13265,9739,194,17
1,2,0,13091,14971,8952,443,121
1,2,0,2460,28763,1619,1325,22
0,0,1,15089,25408,9106,239,20
1,0,0,7016,8454,3280,100,155
1,0,1,3084,16632,9309,1350,172
0,1,1,18560,13583,961,33,50
0,0,2,20976,26395,1542,589,88
2,2,0,8646,12606,2157,394,40
2,0,2,10167,7555,1316,1215,63
2,2,1,5975,19903,2776,52,122
0,1,2,13374,13507,2129,421,164
0,2,1,22187,17140,3987,189,142
2,2,2,4070,20350,5939,821,247
2,0,0,15340,6821,6888,1418,39
2,0,0,271,8928,3953,739,25
2,0,0,23362,7350,6812,1296,202
2,0,0,25890,13120,9196,598,131
2,2,0,255,29525,3048,1324,44
1,2,1,9097,6566,950,831,255
0,2,2,6759,6521,3103,166,162
0,1,1,15305,13541,654,709,87
0,1,0,26562,4068,5057,1098,206
0,1,1,4023,18320,9591,162,270
0,2,1,22970,23793,2178,865,29
0,2,2,15574,15534,7520,1117,304
2,0,2,7827,27395,1868,870,20
1,1,1,12351,16061,3131,1279,73
2,0,0,378,16672,4520,855,120
0,2,2,27416,5747,3488,391,308
2,0,0,8471,12715,8967,1002,211
0,0,2,9684,18206,1397,390,122
2,2,2,3341,7869,2063,980,197
2,2,2,3759,11561,5169,459,118
0,1,0,2063,19314,6457,462,221
2,1,0,27872,28181,454,512,223
1,2,0,9162,20655,9065,1268,298
0,0,2,6624,28680,2901,1289,249
2,0,1,27083,23951,2627,1182,261
0,0,1,15439,10149,5070,1407,100
2,0,1,2972,10652,6600,128,277
2,1,1,5219,8545,2566,235,305
2,1,2,4037,18131,1821,1339,123
1,2,1,27876,23608,3146,821,17
2,2,2,5609,17874,7636,825,272
1,1,1,6293,16700,9286,310,273
0,1,1,14659,26680,4452,968,52
0,0,1,4119,23967,9587,1184,313
2,1,1,9032,20706,8411,1391,258
1,2,0,18256,23296,4144,755,46
2,2,1,10836,23390,2848,69,148
2,1,2,3158,18216,9799,1256,39
0,2,2,24935,19486,3868,1042,252
2,1,2,19777,5239,5453,937,303
1,2,0,29716,20593,3472,1412,137
0,1,0,21623,27823,3578,1369,165
2,1,2,2601,18814,8799,936,119
0,2,1,24764,11412,789,484,77
2,1,2,7462,29368,2423,625,254
1,1,1,20045,15082,7540,899,244
0,0,2,27729,8852,8568,300,126
2,2,0,13718,13184,959,561,95
1,0,0,25210,27268,210,650,144
1,2,2,736,15735,7278,226,46
2,1,0,2954,11680,3524,647,235
1,0,0,22948,19248,3884,1237,197
0,1,0,15501,5745,4769,389,102
2,2,0,3489,535,4651,90,142
1,2,2,11717,9580,4663,1012,299
1,1,0,3874,27657,1939,718,299
2,0,0,4720,4061,7265,624,76
0,2,0,15208,12385,5840,315,279
2,1,0,102,4382,7079,439,96
0,1,0,9172,4322,706,1220,231
0,0,0,13037,18141,9748,100,1
0,1,1,11008,4660,113,327,174
0,0,2,14003,13063,4106,97,266
0,0,0,7344,16012,4126,1295,185
2,0,2,6906,7145,5384,358,121
0,2,1,20329,7715,8975,194,107
1,1,2,13966,21824,2502,801,306
0,2,1,5098,21078,2732,394,254
0,2,2,113,20243,1180,3,152
2,0,0,540,13272,5980,137,228
2,1,0,1694,5052,5583,421,198
0,1,0,8538,9330,1057,663,10
0,2,2,29697,10371,3958,201,266
1,1,0,12234,1761,3507,1198,266
0,1,1,29863,6331,5228,313,264
0,2,2,28852,25578,8967,984,221
0,0,1,45,2928,4418,1283,254
2,2,2,7152,3777,4851,783,255
0,2,1,4470,17770,652,742,265
1,0,1,10758,7913,7678,1398,60
2,1,2,23619,17000,8847,156,79
0,0,1,18173,4458,4567,438,234
1,0,0,7825,23941,4471,615,195
2,2,0,22131,1752,2611,508,126
1,2,1,5190,4235,3694,1129,196
1,2,1,1976,29143,4920,776,235
1,1,0,17741,19746,8236,662,182
0,0,0,28895,16571,3952,405,140
2,2,0,9916,28333,7172,984,258
1,2,0,29884,9282,8760,553,117
1,2,1,23239,6221,8926,1379,51
1,1,2,23640,10031,4556,839,299
2,0,2,14322,8504,474,912,312
2,0,0,21029,3890,4234,370,28
2,2,1,19583,27227,3864,357,253
2,2,1,18635,17811,3601,1212,204
2,2,0,5173,28210,3209,368,143
0,2,0,29484,13604,1124,225,305
1,0,0,29686,4957,3192,663,227
0,0,1,3686,24199,1735,562,103
1,0,2,13917,23285,7195,588,250
0,1,0,7881,29520,8864,1405,3
0,1,1,12479,762,4641,908,186
0,0,2,9522,5271,9285,1020,165
0,1,2,26852,3557,81,843,159
0,1,2,17037,3718,2561,78,36
0,2,1,28598,1752,35,141,224
1,1,2,17587,21471,3974,576,295
2,0,2,23764,6267,9655,684,174
2,1,0,19307,21835,2624,32,122
0,2,2,11283,6711,47,133,272
0,0,1,7671,27393,5987,333,168
2,0,0,12856,1162,44,393,264
2,0,1,23833,21867,5766,86,202
1,0,1,3444,9259,459,15,174
1,0,1,7773,6786,988,213,302
0,2,0,16638,2814,2998,843,165
0,2,2,26028,12217,3480,604,238
2,1,2,10205,19240,9269,418,75
0,2,2,2562,19120,5887,477,171
0,2,0,26553,25689,4905,124,23
0,1,1,19981,26529,8578,718,289
1,1,2,7812,23562,7973,336,214
0,0,1,25527,8138,6404,578,28
2,1,2,17547,15436,8935,707,166
2,2,2,20049,14974,7080,709,90
0,0,0,28283,3108,2018,243,119
0,1,1,13609,18840,5573,1061,258
0,2,2,27240,26029,1711,880,309
2,0,0,24202,7374,1438,11,305
0,2,0,9859,20951,5501,1044,298
1,0,1,8682,7869,7831,369,202
2,2,2,27799,1302,78,619,286
1,0,2,5673,2204,1871,793,46
2,0,1,21252,5802,8574,1046,248
2,1,2,12430,29628,3347,492,136
0,0,2,17694,572,6721,727,39
2,1,1,16293,7109,227,1013,284
2,0,1,19866,5227,4322,1398,84
2,1,0,7058,4431,4059,563,61
1,1,0,26064,14231,6205,1045,279
1,2,0,569,15596,6486,1136,142
1,0,0,20810,21096,6370,547,124
0,0,1,7201,29666,7382,945,82
0,1,2,20387,2509,3849,1047,48
1,1,0,8118,28230,5706,59,138
2,0,1,3222,17320,9152,304,128
0,1,0,13079,29209,9749,1335,155
0,1,1,21144,19598,6594,925,249
0,0,0,6700,28941,3495,1291,269
0,0,2,13564,7262,1096,585,295
1,1,0,17051,13777,5621,1000,241
0,1,1,13204,3800,9686,522,103
0,2,1,11208,3670,9433,899,71
0,0,1,29591,11695,8585,23,3
2,2,2,24965,12858,5043,746,48
2,1,0,21007,5143,8577,340,97
1,1,1,14523,8845,8044,807,42
1,2,0,21853,16448,7426,1330,251
1,2,1,7152,8680,3021,149,164
0,2,0,15397,12876,3441,227,313
2,2,2,19065,10683,6716,516,128
2,0,0,5901,20743,6683,739,226
2,1,0,29373,24342,1960,504,311
1,0,0,24554,598,8893,1363,295
1,2,1,5604,29480,8319,784,282
2,1,2,14488,23343,2430,368,192
1,2,0,11036,12419,7544,249,267
0,1,2,16008,18218,906,122,24
0,1,1,9593,22598,3234,444,266
0,1,0,29038,25901,1895,1390,107
1,0,0,10017,13451,9680,944,197
1,1,2,25948,17644,2087,555,244
1,2,2,14165,25687,459,1425,244
1,0,0,9214,11227,4235,1206,79
2,2,2,23913,19696,976,135,302
1,2,2,9202,10201,2702,983,11
0,1,0,845,6046,3873,82,252
2,1,2,27855,8329,5184,385,121
0,0,2,5031,21038,4174,382,166
1,2,1,21329,27295,6267,446,202
0,0,0,20274,3501,2749,1011,33
1,2,2,22185,22496,2195,834,24
2,1,1,27807,20080,8575,526,4
1,0,1,11206,10177,4911,749,207
0,1,0,19079,15745,4122,659,9
2,1,1,22159,10616,878,1009,143
0,2,1,19881,2077,7318,140,41
1,1,1,4757,928,6786,1419,265
2,0,0,21093,14787,1681,656,206
2,0,1,25235,7886,4648,371,164
2,0,0,23902,14596,5847,113,34
0,1,2,11873,27435,2454,1353,276
1,1,0,12717,20797,7152,636,165
1,2,0,10239,16746,4852,977,161
1,1,2,12323,8596,8516,566,124
0,2,2,14376,26923,8737,985,69
1,1,0,29739,14186,6013,686,198
1,2,2,16445,26480,2953,961,156
1,0,2,19957,3801,3342,374,164
0,1,1,29131,9306,4599,1178,73
2,2,2,7713,13499,721,1303,88
0,2,1,26452,19342,814,973,189
2,2,2,20407,4673,6469,1351,154
2,0,0,8721,3090,5642,1381,115
0,0,0,20423,8214,9185,1044,274
2,2,1,29699,10155,4775,1423,288
1,2,1,2812,22646,391,140,224
1,1,0,2127,12414,2482,261,225
2,1,0,22550,5154,1241,1313,135
2,2,0,13876,14866,8617,540,66
0,1,2,17944,17485,5420,302,29
2,2,2,10686,7081,7550,1081,293
2,0,0,24513,21921,3591,1288,192
1,2,0,28408,9222,6420,1213,189
1,2,0,1552,10272,1776,174,131
1,1,0,29694,22132,6569,1169,104
1,1,2,23604,28528,3399,1075,59
0,2,2,11843,24829,7166,429,229
2,1,1,15081,14562,7244,262,75
2,2,2,14744,25697,6667,761,265
2,1,2,937,20737,2545,353,14
2,1,1,4262,14612,660,1308,65
2,1,1,17464,9312,1927,28,165
1,0,2,10322,21546,432,508,37
1,0,1,24676,24695,4392,697,240
0,0,2,14774,6362,5917,1182,34
1,0,1,22467,8249,5163,1414,40
1,0,0,12949,7804,8361,887,119
0,0,1,12297,6466,4399,756,100
0,0,0,10397,23860,9026,422,304
1,0,0,18051,22914,1959,994,182
2,0,2,15430,4932,5460,727,50
0,0,0,24947,4319,9542,1422,225
2,2,2,14601,23889,5818,65,136
2,0,0,20550,9070,3202,340,173
2,0,1,14363,26294,6424,519,276
1,0,1,27187,1634,4577,1052,169
2,2,2,23206,300,6943,932,67
1,0,1,3889,851,1821,146,169
1,2,2,1940,23006,8797,865,227
1,2,2,25819,14024,5187,1364,269
2,0,2,6214,732,9571,202,42
0,0,0,22524,21777,9684,662,74
1,1,0,29279,3455,3512,1366,200
0,1,2,12517,12862,3614,695,239
1,0,2,18921,28080,7164,1283,192
0,1,0,13970,16491,1143,136,151
0,0,0,14330,19003,2257,1198,197
0,1,0,14582,2634,5966,333,232
0,0,1,16580,16936,4189,1278,3
1,1,2,8681,29272,1839,142,19
1,0,0,18743,29084,7499,46,42
0,1,0,13116,15061,1394,1288,7
2,0,0,11773,22714,1766,85,2
1,0,1,10366,18006,568,178,250
0,0,2,22029,5158,4596,1138,279
2,2,0,6733,17063,3456,818,100
2,1,0,22067,29378,6202,1130,209
2,2,0,29138,6928,5662,673,58
2,0,2,725,19027,7996,356,193
0,2,2,7623,6876,7685,1261,184
1,1,1,13240,9233,5427,1081,5
0,1,0,3904,27446,3257,1038,135
0,0,1,19017,26408,7899,378,223
2,2,0,6300,1335,983,1070,36
1,1,0,10876,23476,6287,2,179
2,1,2,29707,24432,8087,63,99
2,1,0,8971,22151,149,1175,111
0,1,1,11331,50,5964,1027,108
1,0,2,29337,27735,276,236,77
1,2,2,22324,5593,6143,1285,120
0,0,2,2686,28028,2981,286,87
1,0,0,3442,28786,3698,1328,82
1,2,2,14901,26438,1892,1010,200
1,2,0,5374,28395,2625,1254,228
1,0,1,10742,26410,9788,998,24
2,2,1,15721,1462,1294,545,12
2,0,1,22631,8131,1505,292,53
2,1,0,8789,19786,1029,112,178
2,2,0,11169,18873,7726,676,132
0,2,1,4601,22862,1480,740,195
2,0,2,12320,26000,7646,1077,184
2,1,2,2017,21277,7265,709,308
1,0,2,27828,9658,1027,296,178
1,0,2,19189,17433,8502,344,180
2,2,2,23511,20387,3978,1407,24
2,2,0,7484,24022,1540,1340,136
2,2,2,17597,23575,8194,109,236
2,0,1,6260,16153,5599,672,50
1,2,2,9990,6543,8578,1297,59
0,1,1,26042,4988,3646,147,157
1,0,0,22216,24313,4718,428,39
0,2,2,11140,10360,3331,44,151
2,2,2,15061,29603,772,592,56
1,2,0,16601,939,7160,730,71
1,2,1,2379,5010,7092,115,249
1,2,1,17965,1979,7452,521,57
2,0,0,1896,29169,8322,1136,54
0,0,2,25139,27286,2968,214,70
1,1,0,3583,2637,1128,782,203
1,2,0,26730,15828,6213,960,70
1,2,0,21780,13020,5253,722,131
2,2,1,18155,9031,4458,1135,127
0,0,0,14024,2015,9603,903,229
0,0,0,7028,11641,5819,946,229
0,0,1,4896,15880,3016,1384,167
1,0,2,12399,29302,2215,916,174
0,0,1,18317,14221,7666,559,153
1,2,1,17466,18777,8690,1258,55
0,2,1,4851,11580,7103,1134,230
1,2,1,5601,13714,67,1281,284
0,1,0,19410,3079,93,2,188
0,2,0,10946,1343,6394,439,9
1,1,2,18907,11814,6766,614,161
0,1,2,18618,7960,8711,1365,142
2,1,1,3094,26715,4421,256,301
1,0,2,10977,28059,4829,36,208
0,1,0,22336,5853,4167,906,244
1,2,2,18027,21512,4053,650,158
2,2,0,29870,3237,5977,818,29
2,0,1,1485,23260,113,11,118
1,1,0,11776,10118,1076,665,158
1,2,1,26260,4197,634,1276,187
2,1,2,17993,20118,6033,1262,228
2,0,1,27314,23629,7295,108,43
2,2,1,19190,6792,277,235,218
2,2,1,8661,29051,2314,1163,119
0,1,1,2427,13564,2331,1265,152
0,1,1,10854,9198,5690,679,280
2,2,1,6079,7690,7465,929,129
2,2,2,19814,19388,73,549,26
0,1,1,26947,4069,8575,1214,209
0,2,2,20453,8717,4314,1246,292
1,2,1,12989,14552,4559,890,199
0,2,2,16277,24736,2830,591,188
0,1,2,6840,21341,4991,302,153
1,1,0,153,11597,5812,959,286
0,2,1,28993,22704,1820,464,103
0,0,1,19005,23957,5961,354,166
0,2,2,29204,21044,5265,98,238
1,2,2,14201,3846,7502,1169,105
0,0,0,2084,15190,5282,53,46
0,1,2,5754,3509,2103,600,67
2,1,1,3343,24060,8950,940,128
2,2,1,1965,19521,4338,457,247
1,2,1,26487,22828,3745,294,147
1,1,0,12310,14094,6287,426,264
0,1,0,22558,24396,1902,514,133
2,1,1,8626,23635,276,653,73
1,2,1,11546,19997,9661,50,189
2,0,2,22524,16133,2890,952,288
0,0,0,10558,2399,6943,741,110
0,2,1,2782,23857,3930,19,7
1,1,1,15811,22604,3766,57,129
2,0,2,1896,27704,4750,203,196
1,0,0,23391,8906,5971,1208,54
1,1,1,15856,11214,8329,352,272
0,0,1,12903,11337,3373,605,226
1,0,1,16278,5728,3604,207,173
0,2,0,13126,6905,6803,1387,256
1,2,2,25268,5697,5364,132,41
0,2,0,21561,15322,6918,936,41
2,2,2,27883,4292,7031,1160,178
2,0,0,12968,9007,4486,650,68
2,1,0,1189,25492,9605,516,259
1,1,0,22353,9586,1718,164,40
2,1,0,7184,5840,4592,502,15
2,2,0,8194,26635,2557,254,151
1,2,1,14244,19133,6424,710,181
1,0,1,11953,12317,4535,33,270
2,1,2,18470,29419,2129,347,203
0,1,2,17594,25478,814,128,7
0,1,1,21906,18928,9072,1298,206
1,0,0,7188,7132,8558,775,112
1,0,2,62,6943,8703,936,221
0,2,0,9535,1212,9589,724,53
1,2,2,11903,17222,7433,1124,245
0,2,2,10467,4997,2458,879,305
0,1,2,692,3382,7856,1201,256
1,0,2,17669,11020,1991,934,247
0,2,2,14355,5078,8396,1064,25
1,0,0,4479,22620,4858,417,306
2,1,1,2937,12194,5021,255,230
