Protocol,Packet Type,Traffic Type,Malware Indicators,Alerts/Warnings,Attack Type,Attack Signature,Action Taken,Severity Level,Device Information,Firewall Logs,Log Source,Localidad,Region
1,0,0,0,0,2,0,2,1,0,0,1,6,10
2,0,1,0,0,0,1,0,2,0,0,1,179,3
0,1,2,0,0,1,0,2,1,77,1,1,104,11
0,1,0,1,1,1,0,0,1,131,0,1,220,6
1,1,1,0,0,0,0,2,2,165,0,0,259,7
0,0,2,1,0,2,0,2,1,0,1,0,246,5
1,1,2,0,1,1,0,0,2,0,1,0,311,4
2,0,0,1,0,2,1,1,2,0,1,0,312,13
2,1,0,1,1,1,0,1,0,0,0,0,264,6
0,0,2,0,1,2,0,1,0,0,0,0,273,6
2,1,2,0,0,2,1,0,1,0,1,0,300,13
2,1,0,0,1,0,0,2,2,174,1,1,108,2
1,0,2,0,1,0,1,1,2,0,1,1,19,19
1,0,1,0,0,0,0,1,2,0,0,0,72,27
1,1,2,1,0,0,0,2,2,0,0,1,130,5
1,0,1,1,0,0,1,0,1,0,0,1,191,24
1,1,0,0,0,0,0,0,2,0,0,1,153,0
0,0,2,0,1,1,1,0,0,0,1,1,144,13
2,0,1,0,1,2,1,2,1,0,1,0,123,23
0,0,2,0,0,0,0,0,2,0,0,0,54,24
0,0,1,0,0,0,1,0,2,0,0,1,223,7
1,0,0,1,0,2,1,2,1,140,0,0,206,4
1,0,1,0,0,2,0,2,0,0,1,0,146,23
0,0,0,0,0,1,0,2,0,0,1,0,118,25
1,1,0,1,1,1,1,0,0,98,1,1,5,25
2,0,1,0,0,0,1,1,1,0,0,1,251,19
0,1,2,1,1,0,0,1,1,0,0,0,17,11
0,1,0,0,0,1,1,0,2,0,0,0,312,14
1,1,2,1,0,1,1,1,0,0,0,1,296,20
2,1,1,0,0,1,0,1,0,0,1,1,78,17
0,0,0,1,1,1,1,1,1,58,1,1,267,22
2,1,2,0,0,0,1,0,2,0,1,0,100,14
2,0,2,1,0,0,0,0,0,0,0,1,302,2
0,1,2,0,1,0,0,0,0,0,1,1,253,1
1,0,1,1,1,0,1,1,0,126,0,1,254,4
2,0,2,1,0,0,0,1,0,0,0,0,112,16
2,0,2,1,0,2,0,0,1,0,0,0,116,18
1,0,2,1,0,2,0,2,0,0,1,1,118,6
0,1,0,0,1,0,1,1,0,0,1,1,69,7
2,0,1,0,1,0,1,1,0,0,1,1,161,20
1,1,2,0,0,2,0,0,2,0,0,1,36,22
1,0,1,0,0,1,1,0,0,0,0,0,139,17
1,0,0,1,1,2,1,2,1,0,1,0,51,26
0,0,2,1,0,1,1,1,2,0,1,0,80,14
2,1,1,1,1,0,1,0,1,0,1,0,127,1
0,0,1,0,0,2,0,0,2,0,1,0,167,13
2,1,1,1,0,0,1,1,2,0,0,1,26,18
2,1,1,0,0,2,1,1,1,138,0,1,194,3
1,0,2,0,0,2,0,2,0,0,0,0,95,13
2,1,0,0,1,2,1,0,0,0,0,1,308,12
1,0,0,0,0,0,0,1,0,0,0,0,108,0
0,0,2,1,0,1,0,2,0,0,0,0,0,2
0,0,0,0,0,2,0,1,2,0,0,1,240,20
1,0,0,0,1,0,1,1,2,0,1,0,67,18
0,1,1,1,0,1,1,0,2,0,0,0,68,20
2,0,0,1,1,0,1,1,2,0,0,0,4,11
1,0,1,1,0,0,0,1,0,0,0,1,162,10
1,1,1,0,0,2,0,1,2,0,1,1,195,27
1,0,1,0,0,0,1,2,1,0,1,0,270,10
0,1,1,0,1,0,1,2,1,0,0,1,285,7
2,1,2,1,0,1,1,0,0,0,1,1,113,25
1,1,1,1,0,2,0,2,2,0,1,1,251,22
1,1,2,0,0,0,1,2,1,97,1,1,24,13
0,0,1,0,1,1,1,0,0,4,0,0,90,2
0,1,0,0,0,1,1,0,2,0,1,1,64,23
1,1,1,1,0,0,1,1,2,0,0,0,301,4
0,0,0,0,1,1,1,2,0,50,0,1,99,6
0,0,0,0,0,0,1,2,0,0,0,1,135,13
1,1,0,0,0,2,1,0,2,0,1,1,169,1
1,0,2,0,1,1,0,0,2,0,0,0,283,2
1,1,2,1,0,1,1,1,0,0,1,0,313,26
0,0,0,1,1,0,1,2,1,17,0,0,203,24
0,0,0,1,0,1,0,0,2,0,0,1,55,26
0,1,1,1,0,2,0,0,2,0,0,1,2,23
2,0,0,1,0,0,0,1,2,0,0,1,96,12
1,0,2,1,0,2,0,0,2,0,0,0,257,0
1,0,1,0,1,1,1,0,1,0,1,0,299,12
0,1,1,0,1,2,0,1,0,0,1,0,3,13
1,1,0,0,0,1,0,0,2,73,0,1,153,8
0,0,0,0,1,0,0,0,0,88,0,0,142,26
0,1,2,0,0,2,1,1,2,0,0,1,42,10
0,0,1,0,0,1,1,2,1,0,1,0,174,17
0,0,1,0,1,0,0,2,0,0,0,0,154,22
2,1,0,1,0,2,1,0,2,0,0,0,176,22
1,0,0,1,1,2,1,0,1,0,1,0,286,18
2,1,2,1,1,1,0,2,1,0,1,1,10,20
1,1,1,1,1,1,0,0,1,0,0,1,58,4
2,1,0,0,1,2,1,0,1,0,0,0,63,7
2,0,0,0,0,2,1,1,2,94,1,1,98,11
2,1,2,0,0,2,0,2,2,0,1,1,51,2
1,0,1,0,0,1,0,2,2,0,1,1,218,18
2,0,0,1,0,2,1,2,2,120,0,0,134,4
0,0,0,1,0,1,1,1,1,0,0,1,171,4
0,1,2,1,1,2,1,2,1,0,0,1,250,15
1,0,2,0,1,1,0,0,2,0,1,0,183,3
0,1,2,0,1,0,1,1,0,0,0,1,0,26
1,1,1,1,1,2,1,0,1,0,0,0,174,2
0,0,0,1,0,1,1,1,2,0,0,0,34,9
2,0,2,0,1,1,0,0,1,0,1,0,254,2
0,0,0,1,0,2,1,0,2,0,1,0,136,27
2,1,0,0,1,0,1,1,2,50,1,0,279,24
0,1,2,1,1,0,0,0,0,134,1,0,200,18
1,0,2,0,0,2,1,2,1,0,1,0,256,21
2,0,0,1,1,0,1,2,1,0,1,1,179,13
2,0,2,1,0,1,0,1,1,169,0,1,170,3
2,1,0,1,1,1,1,0,2,0,1,0,142,8
1,0,1,0,0,0,0,1,2,127,1,0,38,23
2,1,2,1,1,2,1,0,1,0,1,1,122,23
2,0,2,0,0,0,0,2,0,0,0,0,252,27
1,1,0,1,1,0,1,2,1,96,0,1,155,26
2,1,1,0,0,1,0,2,1,0,1,1,167,25
1,0,0,1,1,0,1,1,2,0,0,1,135,19
2,0,0,0,0,0,0,1,1,0,0,0,180,24
2,0,1,1,0,2,1,1,1,91,1,0,153,0
1,1,2,1,1,1,0,0,2,0,1,1,10,24
1,1,1,1,1,2,1,0,1,0,0,1,164,5
0,0,2,0,0,0,1,0,0,0,0,0,68,0
1,0,1,1,1,2,1,0,2,106,0,0,82,21
1,0,1,0,1,1,0,2,0,0,0,1,116,15
1,0,2,0,0,2,1,1,2,0,1,1,306,7
0,0,1,1,0,0,1,2,0,142,0,0,85,19
1,0,1,1,0,2,0,0,1,0,0,1,181,11
1,0,1,0,1,1,0,0,0,0,1,1,217,0
1,1,2,0,1,0,1,0,0,0,1,0,80,7
2,1,2,0,0,1,1,0,2,0,0,1,313,17
2,1,0,0,1,2,1,2,0,0,0,0,139,3
2,1,1,0,0,1,0,1,0,0,0,1,20,15
0,0,2,0,1,1,1,1,1,0,1,0,263,19
0,0,0,1,1,0,1,0,2,0,1,1,244,23
0,1,2,0,0,0,0,0,2,0,1,0,88,2
2,1,0,1,1,0,0,0,2,0,0,0,107,16
0,0,1,1,0,1,1,1,0,35,1,0,204,5
2,1,1,0,1,2,1,0,0,0,1,1,68,1
2,0,2,0,1,1,0,0,0,0,0,0,155,23
1,1,1,0,0,0,0,1,1,0,1,1,65,22
1,1,1,0,1,2,0,2,2,12,0,0,104,8
1,0,0,0,1,0,1,1,0,159,0,0,269,14
1,0,0,0,0,1,0,0,1,0,0,0,73,24
2,1,0,1,1,0,1,2,2,0,1,1,40,25
0,0,1,1,1,0,1,1,0,0,0,0,204,22
0,0,1,0,0,2,1,0,2,0,0,0,315,1
2,0,0,0,1,1,0,0,2,79,1,0,88,8
0,0,2,1,0,0,1,0,1,56,0,1,77,3
1,0,2,1,1,1,1,0,2,0,1,0,290,4
0,0,2,0,1,0,0,0,2,0,1,1,62,3
1,1,0,0,0,0,1,1,0,108,1,0,133,19
0,0,2,1,0,1,0,1,0,0,0,0,183,21
2,0,2,1,0,1,0,0,1,173,0,1,279,9
2,0,0,1,1,1,1,0,1,30,0,0,48,3
0,0,1,1,0,1,0,0,1,0,0,1,157,13
1,0,1,0,0,2,1,0,0,0,1,1,202,15
1,1,1,0,1,0,0,2,2,0,0,1,252,5
0,1,2,0,0,0,1,2,0,180,0,1,265,15
2,0,0,0,0,0,0,2,2,0,1,0,88,27
2,1,2,0,1,2,0,2,0,0,1,1,177,9
1,1,2,0,0,1,0,0,1,158,0,1,19,11
2,1,1,1,1,2,1,0,1,160,1,1,172,26
2,0,0,1,1,1,1,2,2,94,1,0,273,18
2,0,0,0,1,0,1,0,0,0,1,0,120,24
1,0,1,1,1,1,0,0,2,0,0,1,29,17
2,0,2,0,0,2,0,2,2,0,1,0,306,2
0,0,2,0,1,0,1,1,1,0,0,1,91,0
1,0,0,1,1,0,1,2,0,0,1,1,98,18
0,0,0,0,1,1,0,0,2,0,0,0,68,7
1,0,1,0,1,0,0,1,2,0,0,0,225,17
1,1,2,1,1,0,1,2,1,0,0,1,284,21
0,0,2,0,0,0,1,1,0,0,1,1,261,20
1,1,2,1,0,2,1,2,1,0,0,1,14,25
2,0,1,0,1,1,1,0,2,0,1,1,105,4
2,1,0,1,0,1,1,2,2,126,1,0,179,3
0,1,0,0,0,1,1,0,0,0,0,1,172,20
1,0,0,0,1,1,1,0,2,0,1,0,310,23
1,1,1,1,1,2,1,1,2,0,1,0,193,17
1,0,2,1,0,2,0,0,2,0,1,0,122,12
2,1,2,0,0,2,0,2,0,0,0,0,297,5
0,0,2,1,1,1,1,0,1,123,0,1,73,23
1,1,2,1,1,2,1,2,0,0,1,0,258,5
0,0,1,0,1,2,0,1,2,0,1,1,127,1
2,0,0,1,1,1,0,2,2,0,1,1,57,8
0,0,1,0,0,2,1,1,1,0,1,1,56,10
1,0,2,1,1,0,0,0,0,0,1,1,190,1
1,1,2,0,0,1,0,1,1,0,1,0,193,24
1,0,2,1,1,1,0,2,1,0,0,0,142,7
0,0,2,0,0,2,1,1,2,0,1,0,205,17
0,0,0,1,1,0,1,2,0,0,1,1,312,24
1,1,1,0,1,0,1,2,1,0,0,0,108,17
1,0,0,0,0,1,1,2,0,65,1,0,292,27
1,1,1,0,1,1,0,0,0,158,1,0,135,3
2,0,1,1,0,2,0,0,1,0,0,0,227,9
1,1,0,1,0,2,1,2,0,110,1,0,69,25
0,1,2,1,0,0,1,0,1,0,1,0,244,9
2,1,0,1,0,0,0,1,0,0,1,0,236,9
0,1,0,0,1,1,1,1,0,0,0,0,57,7
2,0,0,0,0,2,1,2,2,0,1,0,39,18
1,0,2,1,0,1,1,0,0,0,1,1,156,27
2,1,1,1,0,2,0,2,2,104,0,0,262,20
2,0,0,1,0,1,0,1,1,0,1,1,302,14
0,0,2,0,0,0,1,0,2,31,1,0,259,22
2,0,0,1,0,1,0,0,2,0,1,1,70,16
1,1,2,1,0,1,0,2,1,0,0,1,183,9
2,0,2,1,0,1,1,0,2,0,0,1,27,0
2,1,2,1,0,2,0,0,2,0,1,0,25,26
0,1,1,1,1,2,1,2,2,0,0,1,289,17
1,1,1,0,1,0,1,0,2,0,0,0,50,13
0,0,0,1,0,2,1,2,0,0,0,1,69,27
0,1,1,0,1,0,1,1,1,0,0,0,162,26
0,1,0,0,1,0,0,1,0,0,0,0,106,0
0,0,0,1,1,2,1,0,1,0,0,0,242,16
0,0,0,0,0,1,0,0,0,0,0,1,298,22
2,0,1,0,1,2,0,1,2,0,1,0,236,14
1,1,2,1,0,1,0,2,2,0,0,1,167,15
2,0,2,1,0,2,0,0,0,39,1,1,104,23
0,1,2,1,0,1,0,0,2,0,1,1,16,26
1,0,0,0,1,0,1,1,0,0,0,1,262,14
0,1,2,1,1,2,0,1,2,0,0,1,92,26
0,1,0,1,0,1,1,0,1,170,0,1,294,22
1,0,0,1,1,0,1,0,1,0,0,1,61,6
2,0,0,1,1,0,0,1,2,0,1,0,35,17
1,0,2,0,1,2,1,2,2,47,1,1,283,6
2,0,1,1,1,1,0,1,0,0,1,0,182,21
1,0,1,0,1,2,1,2,1,90,0,0,28,19
2,1,1,0,1,2,0,2,0,0,1,0,290,15
0,0,0,1,0,2,0,2,0,0,1,1,118,6
1,1,1,1,0,1,1,0,0,0,1,0,154,25
2,0,1,1,1,2,1,2,1,0,0,0,298,20
1,0,2,1,0,2,1,1,2,0,0,1,284,3
2,0,0,1,0,2,1,0,1,0,0,0,134,7
2,1,1,0,1,1,0,1,2,0,1,0,227,26
1,0,0,0,0,2,1,2,1,0,1,1,93,4
2,1,2,0,1,2,1,2,2,0,1,0,144,17
0,1,0,0,0,1,0,0,0,0,1,1,48,27
0,0,0,1,1,2,0,1,0,0,0,0,204,24
1,1,1,0,1,2,1,1,1,0,1,1,62,23
0,1,0,0,1,0,1,1,2,0,0,0,191,0
2,1,2,0,0,0,0,2,0,0,0,1,291,0
1,0,2,1,0,1,1,0,2,0,1,0,60,19
1,0,0,0,0,2,0,1,1,165,0,0,51,11
0,1,0,0,1,0,1,2,1,0,1,1,307,17
2,1,1,1,1,0,0,0,0,90,1,1,90,0
0,0,1,1,0,1,0,2,2,0,0,0,246,15
2,1,1,0,0,1,1,2,1,0,0,0,200,6
0,1,2,1,0,1,1,1,0,0,1,0,16,16
0,1,1,1,0,0,0,0,2,0,1,0,188,24
0,0,0,0,0,1,0,1,0,0,1,0,112,11
0,0,2,1,0,0,0,0,0,0,0,1,300,9
0,1,2,0,0,0,1,2,1,0,0,0,176,10
0,1,2,1,0,2,0,0,0,0,1,0,156,16
2,1,2,1,0,1,0,0,1,0,1,1,83,15
1,0,0,0,1,1,1,2,0,0,1,1,287,16
2,0,0,0,0,2,1,0,2,0,0,1,109,15
2,0,1,0,0,2,0,1,0,0,1,0,6,8
0,0,1,1,1,2,1,2,1,0,0,1,102,16
1,0,1,0,1,1,1,1,2,38,1,1,272,8
1,0,2,1,1,2,1,2,2,0,0,0,241,6
2,1,1,0,0,0,0,1,2,0,0,0,232,16
2,1,1,1,1,2,1,1,0,0,1,1,109,0
0,1,0,0,1,0,0,0,2,0,0,1,145,5
0,0,2,0,0,1,0,1,0,0,1,1,280,7
0,1,0,1,0,1,0,2,2,26,0,1,141,7
1,1,1,0,1,2,0,1,0,0,0,0,176,4
0,1,2,0,0,1,0,1,1,65,1,1,117,24
1,1,0,1,0,1,1,0,1,0,1,0,152,25
1,1,2,0,1,1,0,0,0,0,1,1,135,4
2,1,0,0,0,2,1,0,0,118,1,0,81,17
0,1,1,0,0,0,0,2,0,40,0,0,140,15
1,0,1,0,0,0,0,2,0,0,0,1,210,15
1,0,0,1,0,0,0,0,2,0,0,0,314,4
1,1,2,1,1,1,0,1,0,0,1,0,47,17
0,0,1,0,0,2,1,2,2,0,0,1,202,16
0,1,2,1,0,1,0,0,0,162,1,1,236,4
1,0,0,0,0,2,0,1,1,0,1,0,178,24
2,0,2,1,0,0,1,0,0,0,0,0,241,7
0,1,2,0,1,2,0,1,0,0,1,1,136,10
2,1,2,1,0,1,0,0,0,0,1,0,49,1
0,0,2,1,0,1,1,0,0,0,1,1,242,15
2,1,1,0,1,0,1,0,0,132,1,1,308,9
0,0,2,0,0,1,1,0,2,0,0,1,134,11
2,0,0,0,0,1,1,1,0,0,0,0,163,22
1,0,0,1,1,2,1,2,2,146,1,0,39,25
1,0,2,1,1,0,0,2,0,0,0,1,100,10
1,0,1,0,1,2,1,1,0,0,1,1,34,22
1,1,0,0,0,1,0,1,1,0,0,1,232,26
2,0,0,1,1,1,0,0,0,0,0,0,74,13
0,0,0,0,0,0,0,0,1,0,1,1,151,12
1,1,2,1,1,0,1,1,2,0,1,0,92,20
2,1,1,0,0,0,0,0,1,0,1,1,206,1
0,1,0,0,0,1,1,1,0,64,0,1,229,1
1,0,2,1,1,2,0,1,1,0,0,1,59,5
1,0,2,0,0,2,0,0,1,0,1,1,14,9
1,1,0,1,1,1,1,1,2,0,1,1,223,9
1,0,1,0,1,1,0,0,2,0,0,1,191,2
1,0,2,1,1,2,1,2,1,12,1,1,257,2
0,0,2,0,1,0,0,2,2,0,0,1,38,22
2,1,2,1,1,2,0,2,2,99,0,1,16,6
1,0,1,0,0,0,1,2,0,143,1,1,84,5
0,1,0,0,1,1,1,2,2,0,1,1,35,5
2,0,1,0,0,2,0,1,0,0,1,1,100,4
0,1,2,1,1,0,1,2,2,0,0,1,242,23
1,0,2,1,0,0,1,2,1,117,0,1,284,25
0,0,2,0,0,2,1,0,1,0,0,0,13,0
0,0,0,1,0,2,0,0,1,0,0,1,315,1
2,0,2,1,1,2,0,0,0,0,1,0,78,6
2,0,1,1,1,0,0,0,0,0,1,1,21,2
1,0,2,1,0,0,0,2,0,0,1,0,12,8
0,0,0,1,0,0,0,2,0,172,0,1,106,4
2,0,0,1,1,2,1,2,2,0,1,0,154,22
2,0,0,0,1,1,0,0,0,0,1,1,215,3
2,1,0,0,1,0,0,1,1,0,1,1,228,10
1,0,1,0,0,2,0,0,2,0,1,1,138,12
2,1,2,0,0,2,1,2,0,0,1,0,193,27
0,0,0,1,1,1,0,0,2,0,1,1,48,24
1,0,1,0,1,1,0,0,2,114,0,0,29,7
0,0,1,0,0,1,0,2,0,0,1,0,262,1
2,0,2,1,0,0,1,0,2,0,0,0,258,11
0,1,2,0,0,0,1,1,1,0,0,1,187,4
1,1,2,1,0,1,0,2,0,0,0,0,42,23
0,1,2,1,1,1,1,1,2,11,1,0,38,21
1,0,1,1,1,2,0,0,1,0,1,1,93,23
0,0,1,0,1,0,0,1,0,0,1,0,118,9
0,1,1,1,0,2,1,0,2,0,0,0,262,21
1,0,0,1,0,2,0,1,0,60,1,1,309,27
1,0,1,0,0,2,1,0,1,0,0,1,260,8
2,1,2,0,0,1,0,0,1,0,1,0,216,14
1,1,0,0,1,2,0,0,2,0,1,1,269,3
0,0,1,1,0,1,1,1,2,0,1,1,303,7
0,0,0,1,1,2,0,0,0,154,1,1,178,6
0,0,0,0,1,0,0,0,1,0,0,1,119,23
0,0,2,1,0,1,1,2,1,0,1,0,246,21
1,1,2,0,0,2,1,2,0,0,0,0,208,10
2,0,0,1,1,2,0,0,2,0,0,0,238,14
1,0,2,1,1,0,1,1,2,0,0,1,99,23
1,1,1,1,0,2,0,0,1,0,1,1,15,14
1,1,2,1,0,1,1,2,2,0,1,1,78,2
0,0,0,1,0,1,0,2,2,0,0,0,81,10
0,0,1,0,1,2,1,2,0,76,1,1,202,6
1,1,1,0,1,1,1,2,0,0,0,0,22,20
0,0,0,0,0,1,1,1,1,0,1,1,175,5
2,0,1,0,0,1,0,1,2,164,0,0,199,5
0,0,1,0,1,1,1,1,0,97,1,0,58,18
2,1,0,1,0,0,1,1,0,0,0,0,75,14
0,1,0,1,1,2,1,0,1,0,1,0,174,10
1,1,0,0,0,2,0,0,2,0,1,0,108,14
0,0,2,1,0,1,0,0,1,59,0,1,116,26
1,1,1,0,1,1,1,1,1,139,0,0,245,23
2,1,0,0,0,2,1,0,0,0,1,0,9,9
2,0,1,1,1,0,1,2,2,0,1,1,262,25
1,1,0,1,1,2,1,0,1,0,0,0,227,2
2,0,0,0,0,0,1,2,2,0,0,1,13,27
1,0,0,0,0,1,0,0,2,0,0,1,216,16
1,0,0,0,1,0,1,2,0,0,1,0,31,12
1,1,1,1,0,2,1,1,1,0,0,0,224,10
2,1,0,1,1,0,0,0,0,0,0,1,15,4
1,1,0,1,0,1,1,2,2,139,1,1,36,21
1,1,2,1,0,0,1,0,2,0,1,1,74,9
0,0,2,0,1,2,0,1,1,0,0,1,156,13
0,1,1,0,1,1,1,0,0,0,0,1,220,17
0,1,1,1,1,1,0,1,2,0,1,0,43,5
1,1,2,0,0,1,0,1,0,0,1,0,310,25
1,1,0,0,0,0,1,0,0,0,1,1,215,6
2,0,0,0,0,1,0,1,0,11,0,0,178,11
1,0,0,0,0,0,0,1,2,0,1,0,186,0
1,0,2,0,1,2,0,1,0,0,0,1,282,10
1,1,2,0,0,2,1,0,1,0,1,0,133,22
0,1,1,0,1,2,0,2,1,42,0,0,127,2
0,1,2,0,1,0,1,1,2,0,0,0,100,15
2,1,1,0,0,1,1,0,2,22,1,1,288,18
1,0,0,1,0,2,1,0,1,26,1,1,159,16
2,1,1,0,1,1,0,0,0,0,1,1,79,8
1,0,2,0,0,1,0,1,1,38,0,1,249,21
0,0,2,0,0,1,0,1,2,25,0,0,104,25
0,0,1,1,0,0,1,0,1,0,1,0,137,6
0,1,1,1,0,0,0,0,2,0,0,1,300,13
0,1,2,0,1,1,1,1,1,0,1,1,145,22
1,0,1,0,0,2,1,2,1,0,1,1,265,18
0,0,0,0,0,0,1,1,0,0,1,1,215,9
1,0,0,1,0,2,1,2,1,0,0,1,290,9
1,0,1,0,1,2,0,1,2,0,0,0,158,6
2,0,1,0,0,1,1,0,2,0,0,0,143,6
1,0,1,0,1,1,0,1,1,0,0,1,136,6
2,0,1,0,1,2,1,2,1,0,0,1,185,25
1,0,1,0,0,1,1,1,0,0,0,0,286,14
2,1,2,1,1,1,0,0,2,44,0,1,199,27
1,1,2,1,0,0,0,1,2,70,0,0,152,27
1,1,0,0,0,2,0,0,1,0,1,1,235,8
0,1,1,0,0,0,1,1,1,0,1,1,118,20
0,0,0,0,0,2,0,2,2,0,1,0,82,9
1,0,0,1,1,0,0,0,2,0,1,1,254,5
1,1,2,1,0,2,1,0,2,0,0,1,88,10
0,1,2,0,0,0,0,2,2,0,0,0,191,18
0,0,0,1,0,1,1,0,1,178,1,1,232,9
0,1,1,0,1,1,0,2,1,0,0,0,230,22
0,1,2,1,1,2,0,2,2,0,0,0,256,14
1,0,1,0,1,2,0,1,0,0,1,0,104,16
2,1,0,1,0,1,1,1,0,0,1,0,60,17
1,1,2,1,1,2,1,1,2,0,1,1,26,18
1,0,2,0,1,1,0,2,0,0,1,1,223,4
0,1,1,1,0,0,1,2,1,0,0,1,46,22
2,1,2,0,1,2,1,2,1,0,0,0,44,15
0,1,2,0,1,0,1,2,2,77,0,0,164,10
0,0,2,0,0,2,0,0,0,0,0,1,223,25
1,1,1,0,1,0,0,1,0,0,1,0,193,18
0,1,2,1,1,1,0,1,0,0,0,0,212,10
0,0,0,0,1,0,1,1,2,0,0,1,22,3
0,0,1,1,0,1,1,2,0,0,0,1,266,15
1,1,0,0,0,0,0,0,0,1,1,0,221,23
1,0,2,0,0,0,1,2,0,0,1,1,286,17
0,0,0,0,1,0,0,0,2,0,0,0,99,10
0,1,0,1,0,2,0,0,0,0,1,1,62,4
0,1,0,1,1,2,1,1,2,122,0,1,57,1
0,1,1,1,1,1,0,2,0,20,1,1,263,0
0,1,2,0,1,2,1,2,1,171,0,1,258,18
1,1,0,0,1,2,1,2,0,0,1,0,101,9
0,0,2,1,1,0,0,0,0,0,1,1,284,1
0,0,0,0,0,0,1,0,1,123,1,0,119,18
1,0,1,0,0,1,1,2,1,0,0,1,155,4
2,0,2,0,0,0,0,2,0,0,1,0,218,25
2,0,1,1,1,0,1,0,2,0,1,0,89,3
1,1,1,0,0,0,1,0,2,0,1,1,199,9
2,1,2,1,1,2,1,0,0,0,0,1,66,6
0,0,0,0,1,0,0,1,2,0,1,0,48,3
0,1,0,1,1,0,1,2,2,0,0,1,108,11
1,0,1,0,1,0,1,0,1,0,0,0,311,0
0,0,0,0,1,0,1,1,1,0,0,1,76,9
0,1,1,0,0,2,1,1,0,0,0,0,18,15
1,0,0,0,1,2,1,1,1,0,1,1,306,1
1,0,2,1,0,1,0,1,2,0,1,1,219,6
0,1,1,0,0,0,1,0,1,0,1,1,167,3
0,0,2,0,0,1,1,0,2,0,0,1,100,14
2,1,0,0,1,0,1,0,1,0,0,1,80,17
0,1,1,1,0,0,1,2,1,0,1,1,53,12
2,1,1,0,0,1,1,0,0,0,0,1,217,19
2,0,2,0,0,0,0,2,2,0,1,1,100,24
0,1,1,0,1,1,0,0,1,0,0,0,55,14
1,0,1,1,1,1,0,2,1,0,1,1,230,15
0,1,2,1,1,1,0,2,1,0,1,0,295,13
0,1,1,1,0,2,1,1,1,0,0,0,62,4
2,1,1,0,0,2,0,2,2,0,0,0,160,22
0,1,2,1,0,1,1,2,1,0,1,0,236,24
1,1,0,0,1,1,1,0,1,0,1,0,60,5
0,1,2,1,0,2,0,0,1,74,1,0,19,4
0,1,1,0,0,1,0,1,2,13,1,1,89,18
2,0,2,0,1,1,1,0,0,177,0,1,91,21
2,1,1,1,1,0,1,0,0,0,0,1,197,25
0,1,1,1,0,1,1,0,1,0,1,1,139,11
1,0,2,0,1,1,1,2,2,0,1,1,295,1
2,0,2,1,1,1,1,1,2,0,1,1,248,21
0,0,2,0,1,1,1,1,1,178,1,1,43,4
2,0,0,1,0,1,0,1,2,0,1,0,12,1
0,0,0,0,1,2,0,2,0,50,0,1,250,13
2,0,1,0,1,2,1,1,2,0,1,1,177,18
2,1,2,0,1,1,0,2,2,0,0,1,21,18
0,1,1,1,1,0,1,1,1,0,0,0,205,11
2,1,0,0,0,0,1,2,0,0,1,1,307,12
2,1,1,1,1,1,1,1,2,0,0,1,148,13
1,1,2,1,1,1,0,2,2,0,0,0,179,14
2,0,1,0,0,1,1,2,0,101,0,0,182,26
2,0,1,1,0,2,1,1,1,0,0,1,106,12
2,1,1,1,0,2,0,0,0,0,0,0,132,0
2,1,0,1,1,1,1,0,0,38,0,0,100,9
0,0,2,1,0,0,0,0,1,0,0,1,45,22
2,0,0,0,0,0,1,1,0,0,0,0,66,5
2,0,2,1,0,0,1,0,2,0,0,0,74,17
2,0,1,1,1,0,0,2,0,0,0,0,296,20
0,1,2,0,1,0,1,2,2,0,1,1,212,23
1,0,1,1,0,2,0,0,2,0,1,0,142,17
1,1,1,1,0,2,0,1,1,0,0,0,250,23
1,0,1,0,0,0,0,2,1,173,1,1,232,25
1,1,2,1,1,1,1,1,1,0,0,0,219,21
0,0,2,0,0,2,0,2,1,0,1,0,133,21
0,1,2,0,0,0,1,0,0,0,1,0,57,2
2,1,0,1,1,0,1,0,0,0,0,0,79,0
2,0,1,1,0,1,1,0,0,145,1,1,30,7
2,1,1,0,1,1,0,0,1,0,0,0,165,17
2,0,0,0,0,2,1,2,2,0,1,0,122,0
0,0,2,0,0,0,0,2,1,156,0,0,187,26
2,0,2,1,1,1,1,1,0,0,1,1,207,17
1,0,0,1,0,0,0,2,2,0,0,1,63,10
1,1,0,1,0,2,0,1,0,0,0,1,151,18
0,1,2,0,1,0,1,2,0,13,0,1,37,16
2,0,0,1,0,0,1,1,1,0,1,0,266,3
2,0,0,0,0,2,0,0,1,0,0,1,13,8
1,0,2,0,0,0,0,1,0,153,0,0,67,24
0,0,2,1,0,2,1,0,0,0,0,1,96,5
2,0,1,0,0,2,0,0,2,60,1,1,196,11
1,1,0,1,0,2,0,2,1,0,1,1,195,14
0,0,0,1,0,0,0,0,2,66,0,0,149,24
0,1,1,1,0,0,1,1,2,0,0,0,315,25
1,0,1,0,1,2,1,1,2,0,1,1,13,4
0,0,1,1,0,2,1,2,1,0,0,0,298,24
2,0,0,0,0,0,1,1,2,0,1,0,175,9
0,1,0,1,0,2,1,2,0,0,1,0,226,23
2,1,1,1,1,0,0,2,0,0,1,0,39,25
2,0,1,1,1,0,0,2,1,0,1,1,226,4
2,0,1,1,1,0,1,0,0,0,0,0,109,7
1,1,0,1,1,0,0,1,1,0,0,0,50,2
0,1,0,0,0,0,1,1,1,0,0,1,109,9
